7/19/2002,K-19: The Widowmaker,90000000.00,35168966.00
8/19/2011,Conan the Barbarian,90000000.00,21295021.00
10/21/2011,The Three Musketeers,90000000.00,20374484.00
11/24/2010,The Nutcracker in 3D,90000000.00,195459.00
5/10/1996,Twister,88000000.00,241688385.00
6/3/2005,Cinderella Man,88000000.00,61649911.00
7/8/2005,Fantastic Four,87500000.00,154695569.00
2/9/2001,Hannibal,87000000.00,165091986.00
7/25/2003,Seabiscuit,86000000.00,120197488.00
12/22/2000,Cast Away,85000000.00,233632142.00
11/17/2006,Happy Feet,85000000.00,198000317.00
12/7/2001,Ocean's Eleven,85000000.00,183417150.00
7/23/2004,The Bourne Supremacy,85000000.00,176087450.00
7/25/1997,Air Force One,85000000.00,172620724.00
4/3/2009,Fast & Furious,85000000.00,155064265.00
3/14/2008,Horton Hears a Who,85000000.00,154529439.00
3/21/2014,Divergent,85000000.00,150947895.00
9/28/2012,Hotel Transylvania,85000000.00,148313048.00
11/21/2007,Enchanted,85000000.00,127706877.00
2/10/2012,Safe House,85000000.00,126181630.00
7/20/2007,I Now Pronounce You Chuck and Larry,85000000.00,119725280.00
6/8/2007,Ocean's Thirteen,85000000.00,117144465.00
12/25/2009,It's Complicated,85000000.00,112735375.00
11/20/1998,Enemy of the State,85000000.00,111544445.00
9/29/2006,Open Season,85000000.00,84325668.00
11/4/2011,Tower Heist,85000000.00,78046570.00
11/22/2000,102 Dalmatians,85000000.00,66941559.00
3/30/2012,Mirror Mirror,85000000.00,64935167.00
12/8/2006,The Holiday,85000000.00,63224849.00
6/16/2006,The Fast and the Furious: Tokyo Drift,85000000.00,62514415.00
12/9/2005,Memoirs of a Geisha,85000000.00,57010853.00
3/16/2001,Enemy at the Gates,85000000.00,51396781.00
6/18/1993,Last Action Hero,85000000.00,50016394.00
9/26/2003,The Rundown,85000000.00,47641743.00
11/23/2011,Arthur Christmas,85000000.00,46462469.00
7/30/2010,Cats & Dogs: The Revenge of Kitty Galore,85000000.00,45539292.00
11/13/1998,Meet Joe Black,85000000.00,44606335.00
2/8/2002,Collateral Damage,85000000.00,40048332.00
3/15/2002,Showtime,85000000.00,37948765.00
6/30/1995,Judge Dredd,85000000.00,34687912.00
3/2/2007,Zodiac,85000000.00,33080084.00
8/13/2010,Scott Pilgrim vs. The World,85000000.00,31524275.00
3/28/2003,The Core,85000000.00,31111260.00
5/9/1997,Father's Day,85000000.00,28659604.00
6/14/2002,Scooby-Doo,84000000.00,153294164.00
7/28/2000,Nutty Professor II: The Klumps,84000000.00,123307945.00
7/19/2013,RED 2,84000000.00,53262560.00
6/23/2006,Click,82500000.00,137340146.00
12/15/2006,Charlotte's Web,82500000.00,82599768.00
2/14/2008,Jumper,82500000.00,81168265.00
7/11/2008,Hellboy II: The Golden Army,82500000.00,75791785.00
5/27/2005,The Longest Yard,82000000.00,158119460.00
8/13/2010,The Expendables,82000000.00,103068524.00
11/17/2000,The 6th Day,82000000.00,34543701.00
5/23/2003,Bruce Almighty,81000000.00,242704995.00
3/23/2012,The Hunger Games,80000000.00,408010692.00
5/26/2011,The Hangover Part II,80000000.00,254464305.00
5/21/1996,Mission: Impossible,80000000.00,180891004.00
6/18/1992,Batman Returns,80000000.00,162833635.00
5/7/1999,The Mummy,80000000.00,155247825.00
